Song,Album,Album Release Date,Artist Names,Artist(s) Genres,Hot100 Ranking Year,Hot100 Rank,Song Length(ms),Spotify Link,Song Image,Spotify URI,Popularity,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Valence,Key,Mode,Time Signature,Lyrics,Release Year
Crush,David Archuleta,2008-11-11,['David Archuleta'],"['idol', 'post-teen pop', 'viral pop', 'lds youth']",2008,76,213520,https://open.spotify.com/track/4wCD0qOFNRu1Q6O3N6ycm4,https://i.scdn.co/image/ab67616d00001e02d6bb9dda881700d6cc2e1255,spotify:track:4wCD0qOFNRu1Q6O3N6ycm4,68,0.00836,0.57,0.664,1.2E-05,0.0719,-4.718,0.0322,162.084,0.487,0,0,4,,2008.0
Hypnotized (feat. Akon),The Real Testament,2007-08-06,"['Plies', 'Akon']","['southern hip hop', 'dance pop', 'miami hip hop', 'dirty south rap', 'trap']",2008,77,188493,https://open.spotify.com/track/3LN41NUdHkyNqQhi9gExMm,https://i.scdn.co/image/ab67616d00001e022d9f3326c45a2733eea2164f,spotify:track:3LN41NUdHkyNqQhi9gExMm,68,0.16,0.84,0.571,0.0,0.406,-7.421,0.0797,116.59,0.617,10,1,4,,2007.0
Big Girls Don't Cry (Personal),The Dutchess,2006-09-13,['Fergie'],"['dance pop', 'pop']",2008,78,268120,https://open.spotify.com/track/4AniPkv5vgdE1n6VKreiyI,https://i.scdn.co/image/ab67616d00001e020283b8c1365d34315f5807bf,spotify:track:4AniPkv5vgdE1n6VKreiyI,68,0.204,0.707,0.642,0.0,0.0925,-4.271,0.0337,113.083,0.249,7,1,4,,2006.0
Good Life,Graduation,2007-09-11,"['Kanye West', 'T-Pain']","['gangster rap', 'southern hip hop', 'dance pop', 'urban contemporary', 'rap', 'trap', 'chicago rap', 'hip hop', 'pop rap', 'r&b']",2008,79,207000,https://open.spotify.com/track/4ZPdLEztrlZqbJkgHNw54L,https://i.scdn.co/image/ab67616d00001e0226f7f19c7f0381e56156c94a,spotify:track:4ZPdLEztrlZqbJkgHNw54L,77,0.00305,0.439,0.808,0.0,0.439,-6.881,0.346,82.962,0.487,1,1,4,,2007.0
Womanizer,Circus (Deluxe Version),2008-12-02,['Britney Spears'],"['dance pop', 'pop']",2008,80,224400,https://open.spotify.com/track/4fixebDZAVToLbUCuEloa2,https://i.scdn.co/image/ab67616d00001e0254c6edd554935d73e159e199,spotify:track:4fixebDZAVToLbUCuEloa2,78,0.073,0.724,0.695,0.0,0.0889,-5.226,0.0622,139.0,0.235,11,1,4,,2008.0
Love Story (Taylor’s Version),Love Story (Taylor’s Version),2021-02-12,['Taylor Swift'],['pop'],2008,81,235766,https://open.spotify.com/track/3CeCwYWvdfXbZLXFhBrbnf,https://i.scdn.co/image/ab67616d00001e02877ea8fa223c26f19aaef92d,spotify:track:3CeCwYWvdfXbZLXFhBrbnf,82,0.135,0.626,0.79,3.97E-06,0.0989,-4.302,0.0311,119.082,0.416,2,1,4,,2021.0
Just Fine,Growing Pains,2007-01-01,['Mary J. Blige'],"['dance pop', 'neo soul', 'urban contemporary', 'r&b']",2008,82,242133,https://open.spotify.com/track/33vzOPcd9FRirYGlCu32x4,https://i.scdn.co/image/ab67616d00001e0205b290c02465309764d85b03,spotify:track:33vzOPcd9FRirYGlCu32x4,63,0.0394,0.923,0.795,0.000565,0.101,-3.61,0.117,123.021,0.588,11,0,4,,2007.0
Piece of Me,Blackout,2007-10-25,['Britney Spears'],"['dance pop', 'pop']",2008,83,212106,https://open.spotify.com/track/2EvwLVrnYbCZEG6Kx5DCRy,https://i.scdn.co/image/ab67616d00001e02ca10fae7d292c52f7e8b11ca,spotify:track:2EvwLVrnYbCZEG6Kx5DCRy,66,0.0902,0.769,0.638,0.0,0.0857,-5.054,0.216,115.007,0.782,11,1,4,,2007.0
The Boss,Trilla,2008-01-01,"['Rick Ross', 'T-Pain']","['gangster rap', 'southern hip hop', 'dance pop', 'urban contemporary', 'rap', 'dirty south rap', 'trap', 'hip hop', 'pop rap', 'r&b']",2008,84,225653,https://open.spotify.com/track/3n5qF6aprwEIjHWuH5jECM,https://i.scdn.co/image/ab67616d00001e0232c5560003ae05f9bb8c5880,spotify:track:3n5qF6aprwEIjHWuH5jECM,56,0.00876,0.423,0.842,0.0,0.309,-4.072,0.357,83.59,0.611,7,1,4,,2008.0
All Summer Long,Rock n Roll Jesus,2007-10-09,['Kid Rock'],['nu metal'],2008,85,297586,https://open.spotify.com/track/5rX6C5QVvvZB7XckETNych,https://i.scdn.co/image/ab67616d00001e02a3473085a2a48547a5c290a8,spotify:track:5rX6C5QVvvZB7XckETNych,75,0.0212,0.7,0.864,0.0,0.0956,-3.629,0.0283,102.997,0.887,7,1,4,,2007.0
Can’t Help but Wait,THIS is the 00's,2023-05-17,['Trey Songz'],"['southern hip hop', 'dance pop', 'urban contemporary', 'trap', 'r&b']",2008,86,206413,https://open.spotify.com/track/4808yRJ7NVQ37cWZoP0rvM,https://i.scdn.co/image/ab67616d00001e0200f538f86a8ed451dfbe1783,spotify:track:4808yRJ7NVQ37cWZoP0rvM,0,0.359,0.699,0.691,0.0,0.0912,-5.565,0.0798,94.982,0.6,1,0,4,,2023.0
In Love With a Girl,Gavin DeGraw,2008-05-06,['Gavin DeGraw'],"['neo mellow', 'pop rock']",2008,87,206000,https://open.spotify.com/track/3zcmWxxUA7Em7X3IBqZGUo,https://i.scdn.co/image/ab67616d00001e0228555bd5c30eefaac51c3ba1,spotify:track:3zcmWxxUA7Em7X3IBqZGUo,52,0.0191,0.438,0.906,0.0,0.373,-4.8,0.0438,161.905,0.684,3,1,4,,2008.0
My Life,LAX,2008-01-01,"['The Game', 'Lil Wayne']","['gangster rap', 'southern hip hop', 'rap', 'new orleans rap', 'trap', 'hip hop', 'pop rap']",2008,88,320893,https://open.spotify.com/track/3TVqRXUeqGdghlJLWgXtAu,https://i.scdn.co/image/ab67616d00001e022e3fb52c1be3ba6a4fc56e9c,spotify:track:3TVqRXUeqGdghlJLWgXtAu,60,0.0731,0.67,0.765,0.0,0.0567,-5.019,0.352,148.126,0.383,11,1,4,,2008.0
I Remember,Just Like You,2007-01-01,['Keyshia Cole'],"['hip pop', 'urban contemporary', 'r&b']",2008,89,260093,https://open.spotify.com/track/1dObJGQUgJ7tWxJ0byON6W,https://i.scdn.co/image/ab67616d00001e02911ef35f75422d0482cec8bf,spotify:track:1dObJGQUgJ7tWxJ0byON6W,56,0.203,0.422,0.736,0.0,0.102,-4.426,0.049,129.278,0.303,5,0,4,,2007.0
Flashing Lights,Graduation,2007-09-11,"['Kanye West', 'Dwele']","['chicago rap', 'hip hop', 'rap', 'neo soul']",2008,90,237506,https://open.spotify.com/track/5TRPicyLGbAF2LGBFbHGvO,https://i.scdn.co/image/ab67616d00001e0226f7f19c7f0381e56156c94a,spotify:track:5TRPicyLGbAF2LGBFbHGvO,86,0.0381,0.639,0.628,0.0,0.386,-7.578,0.0399,90.482,0.43,6,0,4,,2007.0
Mrs. Officer,Tha Carter III,2008-06-10,"['Lil Wayne', 'Bobby V.', 'Kidd Kidd']","['hip pop', 'southern hip hop', 'urban contemporary', 'rap', 'dirty south rap', 'new orleans rap', 'trap', 'contemporary r&b', 'hip hop', 'pop rap', 'r&b']",2008,91,286906,https://open.spotify.com/track/0EHR9OObFtjlhQB8wSt1m7,https://i.scdn.co/image/ab67616d00001e0233ebdffaa447ff19ce9f24bb,spotify:track:0EHR9OObFtjlhQB8wSt1m7,68,0.236,0.92,0.553,0.0,0.0767,-5.068,0.191,112.022,0.947,6,1,5,,2008.0
7 Things - Single Version,Breakout,2008-01-01,['Miley Cyrus'],['pop'],2008,92,213453,https://open.spotify.com/track/5ecZWU5uQOiCVSnPxBZNmT,https://i.scdn.co/image/ab67616d00001e02e345458751c029f411db3d5b,spotify:track:5ecZWU5uQOiCVSnPxBZNmT,66,0.0232,0.59,0.903,0.0,0.0786,-4.478,0.0363,107.023,0.542,1,0,4,,2008.0
You're Gonna Miss This,American Man: Greatest Hits Vol. II,2007-12-04,['Trace Adkins'],"['contemporary country', 'country road', 'country']",2008,93,224960,https://open.spotify.com/track/7Efs0OIW6zgQyH7ehKZYpN,https://i.scdn.co/image/ab67616d00001e02ff61e7b306dd85a311d0a39c,spotify:track:7Efs0OIW6zgQyH7ehKZYpN,65,0.0237,0.5,0.665,6.41E-05,0.0994,-7.157,0.0355,154.997,0.32,8,1,4,,2007.0
Love Remains The Same,Wanderlust,2012-01-01,['Gavin Rossdale'],[],2008,94,249440,https://open.spotify.com/track/5iqk123OZlVkvSiTRiz4p5,https://i.scdn.co/image/ab67616d00001e02eac5393ec88a9d615fdc157d,spotify:track:5iqk123OZlVkvSiTRiz4p5,43,0.236,0.406,0.632,0.0,0.18,-5.115,0.0344,149.258,0.109,4,1,4,,2012.0
Feels Like Tonight,Daughtry (Deluxe Edition),,['Daughtry'],"['neo mellow', 'pop rock', 'alternative metal', 'post-grunge']",2008,95,238733,https://open.spotify.com/track/2ybT2tUk0uqrjFE3ppf0et,https://i.scdn.co/image/ab67616d00001e0291eca63cca2e2a766e78f705,spotify:track:2ybT2tUk0uqrjFE3ppf0et,48,0.000817,0.482,0.9,0.0,0.124,-3.154,0.0459,130.996,0.351,6,1,4,,
The Way I Are - Timbaland vs. Nephew featuring Keri Hilson & D.O.E,The Way I Are (Timbaland Vs. Nephew),2007-01-01,"['Timbaland', 'Keri Hilson', 'D.O.E.']","['hip pop', 'dance pop', 'urban contemporary', 'pop', 'pop rap', 'r&b']",2008,96,230120,https://open.spotify.com/track/2NkDQv8y2DkoYQURdiZCOk,https://i.scdn.co/image/ab67616d00001e02654fa5814ecb4dfc67222ab3,spotify:track:2NkDQv8y2DkoYQURdiZCOk,16,0.00671,0.615,0.945,0.0,0.764,-3.752,0.0431,119.962,0.904,6,1,4,,2007.0
Addicted,Saving Abel,2008-01-01,['Saving Abel'],"['post-grunge', 'alternative metal', 'nu metal']",2008,97,222826,https://open.spotify.com/track/3pxCXv0NACYfYnLjFcQW5D,https://i.scdn.co/image/ab67616d00001e024c0a189e24f900c7e3da4412,spotify:track:3pxCXv0NACYfYnLjFcQW5D,71,0.000821,0.512,0.864,0.0,0.0982,-4.146,0.0338,138.018,0.527,7,1,4,,2008.0
Into the Night (feat. Chad Kroeger),Ultimate Santana,2007-09-25,"['Santana', 'Chad Kroeger']","['classic rock', 'blues rock', 'mexican classic rock']",2008,98,222440,https://open.spotify.com/track/5Hv1QAbRWrUSUHaT0CmnMS,https://i.scdn.co/image/ab67616d00001e025ffffefb4343759b63f72598,spotify:track:5Hv1QAbRWrUSUHaT0CmnMS,60,0.0137,0.595,0.844,0.0,0.234,-4.678,0.0331,127.981,0.603,7,1,4,,2007.0
Heaven Sent,Just Like You,2007-01-01,['Keyshia Cole'],"['hip pop', 'urban contemporary', 'r&b']",2008,99,232880,https://open.spotify.com/track/2E90KUsor4U2abOJGFKtfx,https://i.scdn.co/image/ab67616d00001e02911ef35f75422d0482cec8bf,spotify:track:2E90KUsor4U2abOJGFKtfx,59,0.0832,0.642,0.742,0.0,0.0887,-3.614,0.0429,78.858,0.407,2,0,4,,2007.0
She Got It,Death Before Dishonor,2008-01-01,"['2 Pistols', 'T-Pain', 'Tay Dizm']","['gangster rap', 'southern hip hop', 'dance pop', 'urban contemporary', 'rap', 'trap', 'hip hop', 'florida rap', 'pop rap', 'r&b']",2008,100,274053,https://open.spotify.com/track/11WuptzKtcVfPMYaf5aook,https://i.scdn.co/image/ab67616d00001e0231cdea8c88e8b611a8583418,spotify:track:11WuptzKtcVfPMYaf5aook,53,0.00436,0.53,0.745,0.0,0.345,-6.19,0.106,134.068,0.269,10,0,4,,2008.0
Boom Boom Pow (Made Famous by Black Eyed Peas),Ultimate Instrumental Hits Of Today,2010-03-01,['The Future Hit Makers'],[],2009,1,254769,https://open.spotify.com/track/5SAxxJbB2C9NgxHjTWvsk1,https://i.scdn.co/image/ab67616d00001e02cd337d9f7c2537900a2eba72,spotify:track:5SAxxJbB2C9NgxHjTWvsk1,0,0.000222,0.875,0.604,0.861,0.152,-9.705,0.0921,129.966,0.623,6,0,4,,2010.0
Poker Face,The Fame,2008-01-01,['Lady Gaga'],"['dance pop', 'art pop', 'pop']",2009,2,237200,https://open.spotify.com/track/5R8dQOPq8haW94K7mgERlO,https://i.scdn.co/image/ab67616d00001e02631810af03785dbad83f5c81,spotify:track:5R8dQOPq8haW94K7mgERlO,78,0.118,0.851,0.806,1.64E-06,0.121,-4.62,0.0787,118.999,0.787,4,1,4,,2008.0
Just Dance,The Fame,2008-01-01,"['Lady Gaga', ""Colby O'Donis""]","['dance pop', 'art pop', 'pop']",2009,3,241933,https://open.spotify.com/track/2x7MyWybabEz6Y6wvHuwGE,https://i.scdn.co/image/ab67616d00001e02631810af03785dbad83f5c81,spotify:track:2x7MyWybabEz6Y6wvHuwGE,77,0.0264,0.822,0.739,4.26E-05,0.181,-4.541,0.0311,118.992,0.745,1,0,4,,2008.0
I Gotta Feeling,Mega Hits 2010,2023-02-01,['The Black Eyed Peas'],[],2009,4,289493,https://open.spotify.com/track/1NYjuVSkHaYK7QAIvs7lrF,https://i.scdn.co/image/ab67616d00001e02929c1c69cd0f076d53a24bf7,spotify:track:1NYjuVSkHaYK7QAIvs7lrF,25,0.0519,0.746,0.793,0.0,0.421,-5.725,0.0265,127.973,0.656,0,1,4,,2023.0
Love Story (Taylor’s Version),Love Story (Taylor’s Version),2021-02-12,['Taylor Swift'],['pop'],2009,5,235766,https://open.spotify.com/track/3CeCwYWvdfXbZLXFhBrbnf,https://i.scdn.co/image/ab67616d00001e02877ea8fa223c26f19aaef92d,spotify:track:3CeCwYWvdfXbZLXFhBrbnf,82,0.135,0.626,0.79,3.97E-06,0.0989,-4.302,0.0311,119.082,0.416,2,1,4,,2021.0
Right Round,R.O.O.T.S. (Route of Overcoming the Struggle),2009-03-30,['Flo Rida'],"['dance pop', 'miami hip hop', 'pop rap', 'pop']",2009,6,204640,https://open.spotify.com/track/3GpbwCm3YxiWDvy29Uo3vP,https://i.scdn.co/image/ab67616d00001e0218aa5d7e6d484b832cd5d03f,spotify:track:3GpbwCm3YxiWDvy29Uo3vP,78,0.009,0.72,0.672,0.0,0.232,-6.852,0.0551,124.986,0.705,7,1,4,,2009.0
I’m Yours,Top Chart Hits from Yesterday & Today,2023-05-19,['Jason Mraz'],"['neo mellow', 'acoustic pop', 'dance pop', 'pop']",2009,7,242040,https://open.spotify.com/track/2cSSQk3AKWtIEymc4e5yPf,https://i.scdn.co/image/ab67616d00001e02dbf81b927b6cec91e9fa8e54,spotify:track:2cSSQk3AKWtIEymc4e5yPf,0,0.571,0.698,0.45,0.0,0.113,-8.784,0.0442,150.999,0.68,11,1,4,,2023.0
Single Ladies (Put a Ring on It),I AM...SASHA FIERCE,2008-11-14,['Beyoncé'],"['pop', 'r&b']",2009,8,193213,https://open.spotify.com/track/2ZBNclC5wm4GtiWaeh0DMx,https://i.scdn.co/image/ab67616d00001e02e13de7b8662b085b0885ffef,spotify:track:2ZBNclC5wm4GtiWaeh0DMx,68,0.0383,0.426,0.584,0.0,0.188,-5.293,0.296,193.437,0.272,1,1,4,,2008.0
Heartless,808s & Heartbreak,2008-11-24,['Kanye West'],"['chicago rap', 'hip hop', 'rap']",2009,9,211000,https://open.spotify.com/track/4EWCNWgDS8707fNSZ1oaA5,https://i.scdn.co/image/ab67616d00001e02346d77e155d854735410ed18,spotify:track:4EWCNWgDS8707fNSZ1oaA5,87,0.0515,0.79,0.647,0.0,0.248,-5.983,0.136,87.999,0.654,10,0,4,,2008.0
Gives You Hell,When The World Comes Down,2008-01-01,['The All-American Rejects'],"['neo mellow', 'pop punk', 'alternative metal', 'post-grunge', 'neon pop punk', 'pop rock', 'modern rock']",2009,10,213106,https://open.spotify.com/track/6ihL9TjfRjadfEePzXXyVF,https://i.scdn.co/image/ab67616d00001e028f6b4035c82eb9cf42e9d8d7,spotify:track:6ihL9TjfRjadfEePzXXyVF,73,0.0159,0.718,0.691,0.0,0.0627,-6.44,0.0387,100.008,0.552,4,1,4,,2008.0
You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,['Taylor Swift'],['pop'],2009,11,231124,https://open.spotify.com/track/1qrpoAMXodY6895hGKoUpA,https://i.scdn.co/image/ab67616d00001e02a48964b5d9a3d6968ae3e0de,spotify:track:1qrpoAMXodY6895hGKoUpA,85,0.0623,0.632,0.773,0.0,0.0885,-4.856,0.0346,130.033,0.474,6,1,4,,2021.0
Dead And Gone,Paper Trail,2008-09-07,"['T.I.', 'Justin Timberlake']","['gangster rap', 'southern hip hop', 'dance pop', 'rap', 'dirty south rap', 'trap', 'pop', 'atl hip hop', 'hip hop', 'pop rap']",2009,12,299746,https://open.spotify.com/track/7IhsLJMqdxoo7YAZjaSMru,https://i.scdn.co/image/ab67616d00001e02b6d4478c6f91f1cb2d326c78,spotify:track:7IhsLJMqdxoo7YAZjaSMru,69,0.0402,0.713,0.746,0.0,0.601,-4.99,0.259,135.021,0.47,0,1,4,,2008.0
You Found Me,The Fray,2009-02-02,['The Fray'],"['neo mellow', 'pop rock', 'piano rock', 'pop']",2009,13,241853,https://open.spotify.com/track/4IoYz8XqqdowINzfRrFnhi,https://i.scdn.co/image/ab67616d00001e0292b32435efed601fc8f1045d,spotify:track:4IoYz8XqqdowINzfRrFnhi,75,0.0187,0.338,0.803,0.0,0.136,-5.412,0.0413,151.994,0.4,8,0,4,,2009.0
Use Somebody,Only By The Night,2008-09-23,['Kings of Leon'],"['rock', 'modern rock']",2009,14,230760,https://open.spotify.com/track/5VGlqQANWDKJFl0MBG3sg2,https://i.scdn.co/image/ab67616d00001e022519d01c0cca06f134eeadd8,spotify:track:5VGlqQANWDKJFl0MBG3sg2,78,0.00552,0.276,0.715,0.000417,0.201,-5.356,0.0432,137.028,0.173,0,1,4,,2008.0
Knock You Down,In A Perfect World...,2009-01-01,"['Keri Hilson', 'Kanye West', 'Ne-Yo']","['hip pop', 'dance pop', 'chicago rap', 'urban contemporary', 'rap', 'hip hop', 'pop', 'r&b']",2009,15,326186,https://open.spotify.com/track/58FUwmyGUqkt53YPUcm7cJ,https://i.scdn.co/image/ab67616d00001e027cee1418480bc213ffca6b05,spotify:track:58FUwmyGUqkt53YPUcm7cJ,67,0.00952,0.588,0.877,0.0,0.171,-4.78,0.16,155.165,0.645,8,1,4,,2009.0
Blame It,Intuition,2008-12-11,"['Jamie Foxx', 'T-Pain']","['hip pop', 'dance pop', 'southern hip hop', 'trap', 'gangster rap', 'urban contemporary', 'contemporary r&b', 'rap', 'hip hop', 'pop rap', 'r&b']",2009,16,289746,https://open.spotify.com/track/08uGhvS5MfBk7crUCpnjva,https://i.scdn.co/image/ab67616d00001e021529d9e76da10746e20dd012,spotify:track:08uGhvS5MfBk7crUCpnjva,69,0.0782,0.673,0.614,0.0,0.139,-5.426,0.103,176.052,0.362,7,1,4,,2008.0
I Know You Want Me (Calle Ocho),Pitbull Starring In Rebelution,2009-08-27,['Pitbull'],"['pop', 'dance pop', 'miami hip hop']",2009,17,237120,https://open.spotify.com/track/13plQdOoWSSXPRUSZc5FuM,https://i.scdn.co/image/ab67616d00001e02a511f69870fa68e7ba78c099,spotify:track:13plQdOoWSSXPRUSZc5FuM,72,0.0152,0.817,0.733,4.31E-05,0.107,-6.009,0.145,127.056,0.833,2,1,4,,2009.0
Live Your Life,Paper Trail,2008-09-07,"['T.I.', 'Rihanna']","['pop', 'dirty south rap', 'southern hip hop', 'trap', 'barbadian pop', 'gangster rap', 'urban contemporary', 'atl hip hop', 'rap', 'hip hop', 'pop rap']",2009,18,338853,https://open.spotify.com/track/3jlbL2OTD5YmIunYzgQTAN,https://i.scdn.co/image/ab67616d00001e02b6d4478c6f91f1cb2d326c78,spotify:track:3jlbL2OTD5YmIunYzgQTAN,77,0.071,0.375,0.862,0.0,0.211,-3.363,0.255,159.841,0.478,11,0,4,,2008.0
Kiss Me Thru The Phone,iSouljaBoyTellem,2008-01-01,"['Soulja Boy', 'Sammie']","['hip pop', 'dance pop', 'southern hip hop', 'trap', 'chicago bop', 'urban contemporary', 'atl hip hop', 'rap', 'pop rap', 'r&b']",2009,19,193386,https://open.spotify.com/track/2q4rjDy9WhaN3o9MvDbO21,https://i.scdn.co/image/ab67616d00001e026aef62bd0a60aac7df9a9e37,spotify:track:2q4rjDy9WhaN3o9MvDbO21,79,0.0185,0.758,0.712,0.0,0.0677,-3.781,0.112,149.998,0.795,7,1,4,,2008.0
Down,All Or Nothing,2009-01-01,"['Jay Sean', 'Lil Wayne']","['dance pop', 'new orleans rap', 'trap', 'pop rap', 'rap', 'hip hop', 'pop']",2009,20,212506,https://open.spotify.com/track/6cmm1LMvZdB5zsCwX5BjqE,https://i.scdn.co/image/ab67616d00001e02e207a14471e5356294146e9d,spotify:track:6cmm1LMvZdB5zsCwX5BjqE,80,0.0101,0.727,0.68,0.0,0.0821,-4.498,0.0286,132.012,0.728,2,1,4,,2009.0
The Climb,Hannah Montana The Movie,2009-01-01,['Miley Cyrus'],['pop'],2009,21,236066,https://open.spotify.com/track/0V8FYVlBFuXXTIvRnMbZyS,https://i.scdn.co/image/ab67616d00001e020e8ba185f3e9f15630a7b5fb,spotify:track:0V8FYVlBFuXXTIvRnMbZyS,71,0.0834,0.327,0.588,0.0,0.104,-6.611,0.0336,161.074,0.329,4,1,4,,2009.0
Best I Ever Had,So Far Gone,,['Drake'],"['toronto rap', 'canadian hip hop', 'canadian pop', 'rap', 'hip hop']",2009,22,257690,https://open.spotify.com/track/3QLjDkgLh9AOEHlhQtDuhs,https://i.scdn.co/image/ab67616d00001e0254ef13c30a024a7f1ba79efd,spotify:track:3QLjDkgLh9AOEHlhQtDuhs,79,0.19,0.395,0.922,0.0,0.134,-2.176,0.375,162.361,0.558,1,1,4,,
My Life Would Suck Without You,All I Ever Wanted,2009-03-06,['Kelly Clarkson'],"['pop', 'dance pop', 'talent show']",2009,23,211493,https://open.spotify.com/track/4Dm32oO01YpIubCHaAtKkN,https://i.scdn.co/image/ab67616d00001e027ed87984e7f39ba42ee1b50a,spotify:track:4Dm32oO01YpIubCHaAtKkN,70,0.0014,0.526,0.882,0.0,0.144,-4.006,0.0509,144.982,0.424,9,1,4,,2009.0
Halo,I AM...SASHA FIERCE,2008-11-17,['Beyoncé'],"['pop', 'r&b']",2009,24,261640,https://open.spotify.com/track/4JehYebiI9JE8sR8MisGVb,https://i.scdn.co/image/ab67616d00001e02801c4d205accdba0a468a10b,spotify:track:4JehYebiI9JE8sR8MisGVb,77,0.272,0.508,0.72,0.0,0.0563,-5.908,0.0628,79.983,0.472,11,0,4,,2008.0
Hot N Cold,One Of The Boys,2008-06-17,['Katy Perry'],['pop'],2009,25,220226,https://open.spotify.com/track/1y4eb6hmAvsqlDOl3fx9kk,https://i.scdn.co/image/ab67616d00001e02cd3978ebe35d93a07249b97f,spotify:track:1y4eb6hmAvsqlDOl3fx9kk,73,7.95E-05,0.706,0.841,0.0,0.0688,-3.956,0.0418,132.032,0.861,7,1,4,,2008.0
Second Chance,The Sound of Madness,2008-06-24,['Shinedown'],"['alternative metal', 'post-grunge', 'nu metal']",2009,26,222066,https://open.spotify.com/track/0CwYG1UnRmOx8Q1EzElCIL,https://i.scdn.co/image/ab67616d00001e0210223efc63645fa8a1cff329,spotify:track:0CwYG1UnRmOx8Q1EzElCIL,71,0.00107,0.46,0.796,0.0,0.106,-4.501,0.0333,100.011,0.182,0,0,4,,2008.0
Circus,Circus (Deluxe Version),2008-12-02,['Britney Spears'],"['pop', 'dance pop']",2009,27,192360,https://open.spotify.com/track/7jk7gqyEonmVVYahZN5zhW,https://i.scdn.co/image/ab67616d00001e0254c6edd554935d73e159e199,spotify:track:7jk7gqyEonmVVYahZN5zhW,76,0.147,0.791,0.733,0.000381,0.0713,-5.215,0.052,114.98,0.761,6,0,4,,2008.0
Day 'N' Nite (nightmare),Man On The Moon: The End Of Day (Deluxe),2009-01-01,['Kid Cudi'],"['ohio hip hop', 'pop rap', 'rap', 'hip hop']",2009,28,221240,https://open.spotify.com/track/5wfllwdjglyQislkskYLBv,https://i.scdn.co/image/ab67616d00001e02a487deeecb334b6619489d74,spotify:track:5wfllwdjglyQislkskYLBv,74,0.48,0.881,0.441,9.08E-06,0.119,-6.278,0.0646,138.014,0.804,11,0,4,,2009.0
Party In The U.S.A.,The Time Of Our Lives,2009-01-01,['Miley Cyrus'],['pop'],2009,29,202066,https://open.spotify.com/track/5Q0Nhxo0l2bP3pNjpGJwV1,https://i.scdn.co/image/ab67616d00001e02d6c3ad6a2a27471e1d5e8103,spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1,79,0.00112,0.652,0.698,0.000115,0.0886,-4.667,0.042,96.021,0.47,10,0,4,,2009.0
Don't Trust Me,Hits Of 2009,2009-07-01,['3OH!3’],[],2009,30,192937,https://open.spotify.com/track/60x8MgOBKklNmbgAFHE9Qd,https://i.scdn.co/image/ab67616d00001e02b38fe91040d797a76dba4ab6,spotify:track:60x8MgOBKklNmbgAFHE9Qd,0,0.00173,0.792,0.466,9.65E-05,0.198,-10.504,0.0769,129.941,0.647,7,0,4,,2009.0
Run This Town,The Blueprint 3,2009-09-08,"['JAY-Z', 'Rihanna', 'Kanye West']","['pop', 'chicago rap', 'east coast hip hop', 'barbadian pop', 'gangster rap', 'urban contemporary', 'rap', 'hip hop', 'pop rap']",2009,31,267520,https://open.spotify.com/track/7LR85XLWw2yXqKBSI5brbG,https://i.scdn.co/image/ab67616d00001e02fec1b815bb3c50a64a90fd10,spotify:track:7LR85XLWw2yXqKBSI5brbG,81,0.281,0.632,0.924,0.0,0.263,-1.802,0.29,86.844,0.441,1,1,4,,2009.0
Let It Rock,In The City,2008-01-01,"['Kevin Rudolf', 'Lil Wayne']","['new orleans rap', 'trap', 'rap', 'hip hop', 'pop rap', 'wrestling']",2009,32,231173,https://open.spotify.com/track/6TrNRd98WksT9Kkmx9uj6R,https://i.scdn.co/image/ab67616d00001e022442cdde190f8a1112e084ee,spotify:track:6TrNRd98WksT9Kkmx9uj6R,67,0.000683,0.607,0.783,0.0,0.0678,-4.41,0.0397,113.172,0.434,7,1,4,,2008.0
Fire Burning,Tomorrow,2009-09-07,['Sean Kingston'],"['pop', 'dance pop', 'miami hip hop']",2009,33,239986,https://open.spotify.com/track/2oENJa1T33GJ0w8dC167G4,https://i.scdn.co/image/ab67616d00001e02ea34361c4a339d474c3be057,spotify:track:2oENJa1T33GJ0w8dC167G4,73,0.0192,0.839,0.804,0.0,0.331,-2.513,0.0329,122.973,0.888,1,1,4,,2009.0
Whatcha Say,Jason Derulo,2010-02-24,['Jason Derulo'],"['pop', 'dance pop']",2009,34,221253,https://open.spotify.com/track/67T6l4q3zVjC5nZZPXByU8,https://i.scdn.co/image/ab67616d00001e02c7b1b93cd2dcb8d528a30a1d,spotify:track:67T6l4q3zVjC5nZZPXByU8,69,0.0444,0.615,0.711,0.0,0.145,-5.507,0.0779,144.036,0.711,11,1,4,,2010.0
LoveGame,The Fame,2008-01-01,['Lady Gaga'],"['pop', 'dance pop', 'art pop']",2009,35,216333,https://open.spotify.com/track/0TcJ7QWpggdSg8t0fHThHm,https://i.scdn.co/image/ab67616d00001e02631810af03785dbad83f5c81,spotify:track:0TcJ7QWpggdSg8t0fHThHm,72,0.00569,0.894,0.678,2.43E-06,0.317,-5.611,0.0523,105.024,0.844,6,0,4,,2008.0
